Date,Open,High,Low,Close,Adj Close,Volume
2019-08-08,778.0,792.9000244140625,778.0,789.0999755859375,760.8080444335938,539576.0
2019-08-09,791.5,796.4000244140625,785.5,790.1500244140625,761.8204345703125,483333.0
2019-08-13,788.3499755859375,788.3499755859375,760.5,764.0999755859375,736.7044067382812,600910.0
2019-08-14,774.0,778.5,768.4500122070312,774.9000244140625,747.1172485351562,341438.0
2019-08-16,779.0,779.7999877929688,762.25,774.5499877929688,746.7797241210938,226017.0
2019-08-19,777.0,783.2999877929688,773.7999877929688,777.7999877929688,749.9132690429688,262801.0
2019-08-20,781.0499877929688,797.9000244140625,781.0499877929688,792.9000244140625,764.4718017578125,513651.0
2019-08-21,792.7999877929688,803.0,792.75,799.5499877929688,770.8833618164062,339416.0
2019-08-22,800.7999877929688,800.7999877929688,792.5,795.9000244140625,767.3642578125,199130.0
2019-08-23,798.0,809.9500122070312,796.0,801.9000244140625,773.149169921875,355792.0
2019-08-26,800.0,806.75,787.5,802.9000244140625,774.1133422851562,174352.0
2019-08-27,791.0,795.0,781.2000122070312,785.0,756.8551025390625,248061.0
2019-08-28,785.0999755859375,804.9000244140625,785.0999755859375,802.0999755859375,773.3419799804688,164188.0
2019-08-29,798.9000244140625,809.6500244140625,796.0,806.8499755859375,777.921630859375,177460.0
2019-08-30,808.0,817.5,802.0,814.5999755859375,785.393798828125,156965.0
2019-09-03,815.0,822.2999877929688,812.0499877929688,814.2999877929688,785.1045532226562,132158.0
2019-09-04,813.7000122070312,822.7000122070312,810.25,821.0499877929688,791.612548828125,138123.0
2019-09-05,827.0999755859375,837.0,826.4000244140625,834.2000122070312,804.2910766601562,252694.0
2019-09-06,838.0,847.4000244140625,835.1500244140625,840.1500244140625,810.0277709960938,145166.0
2019-09-09,838.0499877929688,840.0,827.2999877929688,829.2000122070312,799.4703369140625,118172.0
2019-09-11,821.6500244140625,827.9500122070312,814.7000122070312,820.0999755859375,790.6965942382812,265029.0
2019-09-12,818.0,819.7999877929688,811.2000122070312,816.3499755859375,787.0811157226562,90350.0
2019-09-13,816.0,830.8499755859375,816.0,829.1500244140625,799.4221801757812,138896.0
2019-09-16,831.5499877929688,838.0,821.0,827.4500122070312,797.7831420898438,114142.0
2019-09-17,830.0,834.0,821.0,831.0499877929688,801.2540283203125,99229.0
2019-09-18,831.0499877929688,832.9000244140625,824.3499755859375,829.8499755859375,800.0970458984375,82724.0
2019-09-19,825.0,826.6500244140625,815.0999755859375,821.0,791.5643310546875,116759.0
2019-09-20,822.3499755859375,834.75,802.0,805.0999755859375,776.2343139648438,354899.0
2019-09-23,810.0,810.0,742.0999755859375,765.0999755859375,737.6685180664062,1147448.0
2019-09-24,767.7000122070312,798.7000122070312,766.0,794.0499877929688,765.58056640625,958044.0
2019-09-25,791.0,801.5499877929688,782.2000122070312,792.2000122070312,763.796875,461452.0
2019-09-26,792.0,796.8499755859375,778.5,782.0499877929688,754.0108032226562,337839.0
2019-09-27,788.0,794.25,780.0499877929688,782.3499755859375,754.300048828125,624420.0
2019-09-30,782.3499755859375,807.9500122070312,782.3499755859375,805.2999877929688,776.42724609375,350883.0
2019-10-01,809.7999877929688,809.7999877929688,791.75,793.5499877929688,765.0985107421875,225039.0
