Date,High,Close,Low,Open,returns,exp_O,RSI3,RSI10,WillR,MACD,MACDSIGNAL,PLUS_DI,PLUS_DM,ADX,TRIX
2009-04-09,1765.0,1733.05,1706.0,1744.5,0.00963172804532575,1750.05,12.725900934871081,40.93768749032498,-9.683285346264597,111.95826141764542,83.77742898654733,40.3384043142977,283.1157127997012,33.308035507470215,0.8782322852045166
2009-04-13,1786.85,1769.25,1723.1,1752.0,-0.01899991605338991,1702.0,8.46713231724707,37.23781679938262,-6.011955593509789,118.5921975141307,90.740382692064,39.78251681769524,276.654141519731,34.394380824192496,0.9513907739348237
2009-04-15,1835.0,1825.55,1700.0,1731.3,-0.05504087193460494,1680.0,5.18856529409746,33.058939140042455,-2.7720739219712653,126.92941585167205,97.97818932398562,39.05225238066995,297.138727367758,35.71480685800722,1.024854159174482
2009-04-16,1844.0,1736.5,1720.0,1840.05,-0.06073752711496749,1719.0,4.752285468444203,32.41998544855736,-30.72306373249499,124.91123174744735,103.36479780867796,34.17769584340577,276.4248546309822,37.00198646516244,1.0793692767080865
2009-04-17,1782.0,1717.5,1702.6,1750.05,-0.004040404040404066,1725.0,57.76730846453801,44.32069502419616,-36.513205368740074,120.39087403903841,106.77001305475005,30.816268467859253,248.782369167884,37.83301792243591,1.1134639779571076
2009-04-20,1752.9,1713.7,1687.6,1702.0,0.026299275486336926,1755.0,70.8090138062735,49.59797371337075,-37.61004473950063,115.1741735661933,108.4508451570387,28.27509026469448,223.9041322510956,38.28941126428859,1.1293758539523857
2009-04-21,1734.0,1706.0,1670.0,1680.0,0.04077277970011539,1759.95,76.09203344248185,52.00896971955357,-57.06016125697749,109.1602438673408,108.59272489909912,25.945195510774866,201.51371902598603,38.34195050017813,1.1289500060778668
2009-04-22,1732.0,1716.1,1692.0,1719.0,0.03455542725173211,1769.95,68.14523815648784,50.84802414032935,-53.537044788614494,104.01018220735864,107.67621636075103,24.54089452637501,181.36234712338742,38.3909871203417,1.1167039104464038
2009-04-23,1774.8,1762.35,1697.65,1725.0,0.021974306964164914,1753.0,51.74281608344682,48.41799367300326,-34.17748011720387,102.47939108107789,106.6368513048164,27.756265920652375,206.02611241104864,38.832909645803724,1.1010833522768104
2009-04-24,1799.0,1784.55,1725.75,1755.0,0.053474152306837164,1854.0,74.65440826452938,54.47101498574555,-34.16666666666669,101.88313716640118,105.68610847713336,28.27812983581717,209.62350116994384,39.44987171633345,1.0844202302834116
2009-04-27,1804.7,1784.85,1759.95,1759.95,0.04615725605363763,1879.95,64.05762895078988,52.86977151290463,-33.99425287356327,100.2788568951712,104.60465816074093,27.301259704062232,194.3611510529495,40.0737551714988,1.065368137405942
2009-04-28,1791.85,1736.75,1730.1,1769.95,0.08011273265061258,1864.95,81.92107469661335,59.07330342071175,-61.63793103448276,94.04212611976118,102.49215175254497,24.901371838924938,174.92503594765455,39.93904687472027,1.0368777011840358
2009-04-29,1813.8,1802.7,1748.0,1753.0,0.059653765575035766,1899.0,56.529130726642016,54.289364800110754,-23.73563218390802,93.34506210917198,100.66273382387037,25.29099442418842,179.38253235288914,40.035810731227954,1.0098855131998707
2009-05-04,1895.2,1885.35,1846.0,1854.0,0.018362178134233798,1894.95,29.16338210469562,45.94541168348956,-4.3738898756661335,98.32833033894781,100.19585312688585,33.22779077441428,242.8442791176003,40.815052947497826,0.9934728145931215
2009-05-05,1888.0,1876.7,1838.25,1879.95,0.018538135593220373,1910.1,29.381900705770608,45.98471935558213,-8.214920071047954,100.42202105641945,100.24108671279257,30.891318603706026,218.5598512058403,41.3636307401019,0.9812389461678839
2009-05-06,1935.4,1879.8,1850.0,1864.95,0.020305879921463266,1849.95,32.51890936122773,46.41964956254995,-20.94951017332333,101.16525998257066,100.42592136674818,33.801862680581415,244.10386608525636,42.228140654667435,0.9703815349266343
2009-05-07,1922.0,1914.0,1880.0,1899.0,0.02757544224765862,1969.95,47.0328769313506,48.321004938397905,-8.792111750205457,103.32289435511007,101.00531596442056,31.74096672635639,219.69347947673072,43.035016574928605,0.9629415083823867
2009-05-08,1930.0,1897.0,1875.0,1894.95,-0.0007772020725388407,1897.95,20.826769148537043,41.88059660979526,-16.15141955835966,102.47975439792435,101.30020365112132,30.34590734033279,205.72413152905764,43.84810453584422,0.9536969505872017
2009-05-11,1923.0,1859.35,1850.0,1910.1,0.01918876755070209,1925.05,50.160306430909294,47.36931323175753,-36.274743620319654,97.64789540699053,100.56974200229516,27.103146278473268,185.15171837615188,43.966367277182066,0.9368858198547825
2009-05-12,1974.7,1958.3,1838.0,1849.95,0.2204385476274877,2102.0,92.45051258497952,74.42225246208794,-6.704824202780082,100.64290166301703,100.58437393443953,29.052519331133063,218.33654653853674,44.514001985847734,0.92586996674342
2009-05-13,1975.0,1937.9,1907.1,1969.95,0.26075949367088613,2488.95,93.98450262078136,77.04851967161865,-15.149040424663086,100.2151384543422,100.51052683842006,26.44236069731683,196.80289188468302,45.02751653132696,0.914518357101457
2009-05-14,1928.5,1908.55,1884.0,1897.95,0.16670987814363492,2184.95,54.93204285903207,60.85454557245765,-29.273127753303985,96.39663293809463,99.68774805835497,24.47309674116161,177.12260269621473,44.91598792911727,0.8978759928017999
2009-05-15,1959.9,1948.25,1912.0,1925.05,0.11120465329863749,2126.0,40.15966697566833,53.483288220033785,-19.525547445255473,95.47334077649793,98.84486660198357,27.15312182226247,190.81034242659334,45.10707233296716,0.8812526418993105
2009-05-18,2410.0,2359.2,2102.0,2102.0,-0.08510373443983399,2094.95,16.549350631761175,36.23518039192892,-8.881118881118914,126.44428462964561,104.36475020751598,56.82970083242404,621.8293081839339,47.184585729747596,0.9116114821334786
2009-05-19,2490.0,2235.4,2202.2,2488.95,-0.11084337349397588,2174.95,14.834099387561366,34.609125970583676,-39.049079754601216,139.39252514559166,111.37030519513112,50.263825844687794,639.6463773655405,49.27248801139242,0.9542652494265891
2009-05-20,2250.0,2150.95,2136.0,2184.95,-0.01777777777777778,2184.95,45.48037096495566,44.59717681299304,-52.00153374233132,141.21188708662544,117.33862157342999,45.71369137813778,575.6817396289864,50.30469293324812,0.9906639518954874
2009-05-21,2177.85,2116.8,2107.0,2126.0,0.01062974952361273,2180.25,53.19232606584801,47.32591795928584,-57.239263803680956,138.30384431009497,121.53166612076299,43.02417767461319,518.1135656660878,50.88489781537421,1.014869295415477
2009-05-22,2204.9,2183.1,2094.95,2094.95,0.018186765839720564,2200.0,55.69319112220188,48.08174932849899,-47.07055214723928,139.73823992039024,125.17298088068844,41.32743715357785,493.3522090994792,51.51849281277718,1.0350024746162978
2009-05-25,2214.0,2193.35,2155.0,2174.95,0.04065040650406515,2235.05,64.21759103843634,50.43097938614436,-45.49846625766873,140.08725938805333,128.1558365821614,39.97898550793445,453.1169881895312,52.14153153066442,1.0501155056491518
2009-05-26,2210.0,2144.05,2132.2,2184.95,0.04590497737556554,2305.0,66.48036413278194,51.00715222722252,-57.087458745874564,134.8315081517428,129.4909708960777,37.145841117404906,407.80528937057807,52.38840621425754,1.0532269317964582
2009-05-27,2201.0,2187.2,2153.15,2180.25,0.04906860517946399,2290.0,68.29124551289355,51.385173988364144,-49.96699669967,132.6193781728473,130.1166523514316,35.12150916319262,367.02476043352027,52.61882258561113,1.0506411643530278
2009-05-28,2245.0,2219.9,2190.0,2200.0,0.024498886414253906,2294.9,41.9130144219318,48.17742765571191,-46.73010380622836,131.9834429680393,130.49001047475315,37.49549134903838,374.32228439016825,53.02420566788878,1.0455356773804159
2009-05-29,2304.0,2277.5,2211.8,2235.05,-0.01822916666666663,2220.05,20.877254668367335,42.99161998633089,-53.790659410201215,134.5759901099359,131.3072064017897,39.96138546223452,395.89005595115145,53.63658661439011,1.0427279008007773
2009-06-01,2311.45,2280.85,2257.0,2305.0,-0.009279889247009399,2270.0,31.65401957306181,44.38477315734686,-52.942665485381596,135.3407949634452,132.1139241141208,38.44891018445651,363.7510503560361,54.23678292233088,1.0393875250003015
2009-06-02,2309.0,2279.2,2225.0,2290.0,-0.021221307925508914,2204.0,24.873252167197975,42.83287630662495,-14.896073903002309,134.26603187188175,132.544345665673,34.99636412143063,327.3759453204325,54.25789938650601,1.033204876734506
2009-06-03,2300.0,2244.8,2228.2,2294.9,-0.006086956521739184,2180.0,46.61407226657774,45.51554379852066,-30.785219399537937,129.14972424319967,131.86542138117835,32.24632820573514,294.63835078838923,54.2776080864028,1.019461846639591
2009-06-04,2262.0,2255.7,2160.0,2220.05,0.03510167992926627,2285.05,75.52643030772725,52.286266088676626,-25.750577367205544,124.53894505556309,130.4001261160553,28.687978668647553,265.1745157095503,53.178615979114156,1.0002463130986294
2009-06-05,2290.0,2211.85,2186.2,2270.0,0.022270742358078577,2299.7,60.273441688942796,50.130018090098424,-55.5648535564853,116.00925828398977,127.5219525496422,28.497948729968765,266.6570641385953,52.341717050626706,0.971649108831163
2009-06-08,2260.0,2188.9,1847.9,2204.0,0.049690265486725727,2310.05,75.88477661890116,54.577751100111925,-26.43727753208927,106.17364319761191,123.25229067923614,19.13447258159223,239.99135772473574,49.620535201509114,0.9338534547667088
2009-06-09,2286.0,2271.9,2165.1,2180.0,0.03237095363079612,2328.7,55.29654345042429,51.362785764086105,-8.531981447524485,103.87880353509217,119.37759325040734,19.363839240236114,241.99222195226216,46.86045644314579,0.8981295792284794
2009-06-10,2341.4,2320.25,2280.3,2285.05,-0.06722473733663625,2144.0,16.554523017670114,37.31726438952774,-4.285714285714304,104.75402826063828,116.45288025245353,22.87587231105964,273.19299975703603,43.82725212193104,0.8682216932523357
2009-06-11,2341.0,2299.75,2283.0,2299.7,-0.06975651431012397,2140.0,16.123771253221136,37.03124204618891,-8.439716312056756,102.6106399030391,113.68443218257065,21.704632008886104,245.87369978133242,40.9962614221306,0.83953859363044
2009-06-12,2372.3,2356.8,2302.0,2310.05,-0.12658601357332555,2051.05,8.594336356280568,31.088397483502796,-2.9557589626239507,104.31299215958597,111.81014417797371,23.128815001156696,252.58632980319936,38.43908812733883,0.8166863262883073
2009-06-15,2360.0,2180.45,2171.8,2328.7,-0.1271186440677966,2049.0,8.538281956895279,31.036528359004638,-36.584668192219745,90.39018561232706,107.52615246484439,19.41185643236866,227.32769682287943,36.72425922836657,0.7798464847632802
2009-06-16,2184.0,2141.6,2121.0,2144.0,-0.05128205128205132,2061.0,61.77897657763278,45.43811190004356,-43.993135011441694,75.35277096006075,101.09147616388766,18.316976378205716,204.5949271405915,35.46625041111956,0.7302465833723071
2009-06-17,2177.7,2050.8,2036.0,2140.0,-0.06660697065711518,1919.8,52.513169850639784,43.40300240148105,-61.308161708619366,55.46929485403916,91.96703990191796,16.05404793957076,184.13543442653236,34.81482301085843,0.6644848968291095
2009-06-18,2072.0,2024.95,1991.15,2051.05,-0.01795366795366793,2025.35,72.29870993604172,51.12494213628136,-66.23760488176966,37.19683585525809,81.01299909258599,14.887988412444386,165.72189098387912,34.46044198888411,0.5874218134546361
2009-06-19,2060.0,2039.6,1976.5,2049.0,-0.015145631067961185,2028.8,73.26313170938867,51.548863163408484,-63.4439359267735,23.625572128518343,69.53551369977245,13.74256049155534,149.1497018854912,34.21241981203158,0.50668120219719
2009-06-22,2072.0,1952.45,1932.2,2061.0,-0.017857142857142905,1982.4,69.74601824872744,51.07357162456261,-95.39877300613496,5.771441606103508,56.78269928103866,12.02194209691756,134.23473169694208,34.23005331086891,0.41801455013021904
2009-06-23,2032.65,2016.05,1901.1,1919.8,0.038988512532900366,2040.0,87.94496768740728,59.72388489873743,-75.60483870967742,-3.2091044340345434,44.784338538024016,10.63036789010425,120.81125852724787,34.4168705762297,0.3331766354503607
2009-06-24,2034.8,2000.1,1973.1,2025.35,0.03454885000982899,2099.7,82.15542868599202,58.821412469788534,-78.9898132427844,-11.480938460535526,33.531283138312105,10.2238365309224,110.88013267452295,34.564919580827514,0.25245310822290534
2009-06-25,2028.8,1959.5,1946.3,2028.8,0.027701104100946505,2010.0,71.29643149492875,57.336595361620944,-87.60611205432937,-21.069629638443075,22.61110058296107,9.427040821555527,99.79211940707066,34.859578274640654,0.17370792063937657
2009-06-26,2035.0,2028.65,1965.6,1982.4,0.021621621621621623,2070.0,60.62515130098603,55.943553937535626,-72.20527348006098,-22.825787915852743,13.523722883198305,9.337816767670011,96.01290746636364,35.050289840507354,0.10570295276193242
2009-06-29,2111.9,2084.95,2025.1,2040.0,-0.03631800748141489,1999.0,19.309332936654368,44.4958533867466,-35.012371862849115,-19.450404367773444,6.928897433003955,16.13441505186495,163.31161671972737,34.23790843368378,0.05272438082004616
2009-06-30,2105.1,2023.35,2010.35,2099.7,-0.02569949171060748,2040.05,32.041113457673575,46.716142171686286,-55.80260303687634,-21.49817618203906,1.2434827099953525,14.614381114083361,146.98045504775462,33.59120871268376,0.006233130465882475
2009-07-01,2085.0,2057.35,1989.0,2010.0,-0.0839088729016787,1910.05,13.94646039588889,37.563665057772745,-25.877609108159454,-20.14531163558604,-3.0342761591209264,13.213015347351535,132.28240954297917,33.15132072615231,-0.03083883121141051
2009-07-02,2079.0,2010.15,1995.5,2070.0,-0.09086099086099086,1818.0,12.665112335221679,36.611802099111344,-48.26850094876656,-22.621040989383346,-6.95162912517341,12.092400597446783,119.05416858868125,32.74075860538963,-0.06433780115123744
2009-07-03,2035.2,2025.85,1980.25,1999.0,-0.07935338050314467,1832.0,28.887304264845476,39.43445578842389,-40.82068311195451,-23.05050369119772,-10.171404038378272,11.38628599177837,107.14875172981313,32.48405281995911,-0.09246711535516594
2009-07-06,2051.0,1893.6,1865.65,2040.05,-0.08337396392003904,1859.8,26.32470622109801,38.76435038124944,-88.64974619289347,-33.67415106508406,-14.87195344371943,9.341832911352862,96.43387655683182,33.06475706057038,-0.12785425320549493
2009-07-07,1910.05,1855.35,1826.75,1910.05,-0.07580953378183819,1751.0,41.076379812076986,40.86501346141901,-89.9701911274768,-44.665052556703586,-20.83057326631626,8.57315299218802,86.79048890114863,33.83885113048188,-0.16995397053499728
2009-07-08,1890.1,1829.35,1800.0,1818.0,-0.034495529337072006,1780.0,77.68325324940663,51.05432734090461,-90.58993267072782,-54.841228340089856,-27.63270428107098,7.80165069686771,78.11144001103378,34.71549884129014,-0.21694323948400207
2009-07-09,1873.7,1852.35,1832.0,1832.0,0.008966216576826502,1835.0,88.73082042983962,59.259601214727965,-83.21577428663036,-60.354286536872905,-34.17702073223136,7.435682127891173,70.3002960099304,35.53370337137786,-0.26279622537019875
2009-07-10,1880.0,1778.4,1750.0,1859.8,0.046063829787234,1905.0,93.10255676030515,64.84841881661679,-92.15252832274106,-69.88498128891797,-41.31861284356869,6.450221784015733,63.27026640893737,36.75051912998231,-0.3124483383082688
2009-07-13,1765.25,1747.85,1718.3,1751.0,0.11259028466222909,1950.0,96.62472658252189,72.39415487796097,-92.3603929679421,-78.99267682070354,-48.85342563899566,6.039092307790646,56.94323976804363,38.04159169284734,-0.36499480350362656
2009-07-14,1824.9,1811.2,1766.35,1780.0,0.11512959614225426,1960.0,96.72060669103311,72.64321311968757,-74.66593946004907,-80.17457301431659,-55.11765511405984,11.98040057669124,110.89891579123936,38.286032929455054,-0.41086258154633404
2009-07-15,1890.5,1875.0,1807.0,1835.0,0.08167151547209728,2040.05,61.94359447972826,64.16782271225786,-56.556695314665916,-75.09743102339462,-59.1136102959268,18.04588280290227,165.40902421211533,37.58757465475435,-0.4436816467660587
2009-07-16,1966.6,1934.3,1880.0,1905.0,0.045611715651378226,2025.05,39.17302434000329,56.301616782923006,-35.07664562669072,-65.53331771400099,-60.39755177954164,24.54530688201746,224.9681217909037,36.00981573432573,-0.4599585323900812
2009-07-17,1964.0,1933.4,1919.1,1950.0,0.044806517311609007,1999.0,38.6965705371787,56.13089574955777,-35.34715960324613,-57.36504298198042,-59.791050020029395,23.278234695352275,202.47130961181333,34.53724074192568,-0.4635987545065001
2009-07-20,2035.0,2030.65,1946.0,1960.0,0.014692874692874724,2045.05,23.001966953670063,49.849644805153204,-1.3735396274076124,-42.55383009527486,-56.34360603507849,28.63201322935777,253.22417865063198,32.371105353706845,-0.44837926967086217
2009-07-21,2044.9,2017.55,2007.15,2040.05,-0.036627707956379374,1965.0,11.293156638271855,41.13348051875646,-8.374157991426861,-31.50967378694122,-51.37681958545103,28.52303337980161,237.8017607855689,30.24505246188108,-0.4213484113840926
2009-07-22,2056.3,1977.3,1965.0,2025.05,-0.047804308709818666,1940.35,9.6830031202314,39.46378336292982,-23.37278106508881,-25.70858637970605,-46.24317294430203,25.42891616389045,214.021584707012,28.694518125308857,-0.39045854579609074
2009-07-23,2052.0,2038.15,1990.0,1999.0,-0.05701754385964908,1900.0,8.231765293219835,38.04913988666222,-5.369822485207124,-16.016468480821686,-40.197832051605964,23.14631408275485,192.6194262363108,27.247352744508117,-0.35160049656025594
2009-07-24,2064.9,2013.75,1985.2,2045.05,-0.060487190662986134,1904.95,7.589238707706933,37.48685311105824,-14.757645701096385,-10.186843705560932,-34.19563438239696,22.476849193761197,186.2574836126798,25.736506991874265,-0.3106265691413923
2009-07-27,1970.0,1938.55,1908.0,1965.0,0.002538071065989911,1925.05,70.44521500976197,51.84863965468083,-42.321219226260276,-11.502244879296086,-29.656956481776785,19.685545889977927,167.63173525141184,25.126971247553836,-0.2766407301893814
2009-07-28,1958.0,1910.25,1891.0,1940.35,0.038253319713993816,1960.0,81.27272977654418,57.93373723479498,-59.96510275300505,-14.659299988298926,-26.657425183081212,18.102940504726988,150.86856172627066,24.71842412242887,-0.2510473321902684
2009-07-29,1935.0,1926.3,1872.5,1900.0,0.0620155038759691,2010.0,86.28657441998814,61.52787962557642,-72.03742203742208,-15.685376783235142,-24.463015503111997,16.71049799143922,135.78170555364358,24.512781091060265,-0.23016316511634827
2009-07-30,1940.0,1899.9,1890.0,1904.95,0.07355670103092771,2045.05,88.52483694229629,63.22359372073739,-85.75883575883572,-18.41651527746444,-23.253715457982487,16.281052496555258,127.20353499827922,24.245174090936988,-0.21548901073406013
2009-07-31,1975.0,1957.1,1916.0,1925.05,0.07534177215189874,2020.0,88.94351302355876,63.500071779909405,-56.0291060291061,-15.783458368071933,-21.759664040000377,19.20715560411274,149.4831814984513,23.469931343214753,-0.19960289726238534
2009-08-03,2032.9,2014.95,1958.0,1960.0,0.015298342269663978,2034.65,31.308669191172072,49.571892656283815,-25.961538461538474,-8.925838756803387,-19.19289898336098,24.790596254572485,192.43486334860626,21.966351732177078,-0.1774919431926203
2009-08-04,2055.0,2041.15,2005.2,2010.0,-0.008272506082725006,2030.0,22.661694287457085,45.24334643848121,-12.34407484407484,-1.3613124088658424,-15.626581668461952,26.093917806487298,195.29137701374555,20.715047494343914,-0.14918536540332594
2009-08-05,2082.7,2075.25,2031.3,2045.05,-0.016997167138810165,1990.05,19.648701722878382,43.67490130316103,-3.5442435775451115,7.301052250160637,-11.041054884737434,28.06470524662749,203.4622393123708,19.88205720656295,-0.11424326009855656
2009-08-06,2123.8,2046.55,2020.0,2020.0,-0.05744420378566728,1979.95,10.209451517643828,37.05751433725653,-30.74015121368889,11.71514362403991,-6.489815182981965,29.64730273555946,224.21601538113407,19.570897249395003,-0.07893483216760977
2009-08-07,2064.0,1995.9,1990.0,2034.65,-0.013759689922480667,2021.0,49.50707185179857,46.74126758036858,-50.895344210107446,10.999515570822496,-2.991949032221073,26.740127311228456,201.79441384302066,18.848440935231913,-0.04975247618954626
2009-08-10,2038.0,1986.35,1973.35,2030.0,0.012659470068694834,2019.7,63.85683103769695,51.731415051667405,-54.69558296856354,9.551664354531567,-0.48322635487054466,24.416024662634047,181.6149724587186,17.93953653369584,-0.0267935699498123
2009-08-11,2047.3,1999.45,1975.0,1990.05,-0.014311532262003546,1999.7,44.49350320890419,46.76152487864122,-49.48269001193795,9.353471357670742,1.484113187637713,23.289935350879176,172.7534752128467,17.211293142525495,-0.007655069897849476
2009-08-12,2001.8,1991.75,1943.05,1979.95,-0.02297931861324809,1925.0,38.819096850821374,45.210563596054655,-56.479897348160854,8.477354663746382,2.882761482859447,21.406094181453906,155.47812769156204,16.065235635316274,0.00734603359384689
2009-08-13,2035.6,2023.45,1997.35,2021.0,-0.039595205344861384,1934.95,28.403182143370497,42.22738473979869,-48.29162656400388,10.223105348976787,4.350830256082915,24.90600730176689,173.7303149224058,15.455367101461103,0.022047919916756697
2009-08-14,2063.8,2034.3,2007.05,2019.7,-0.06681849016377561,1900.05,17.11636028916945,37.69899648294426,-49.515905947441276,12.339883175308614,5.948640839928055,26.960796268194372,184.55728343016548,15.24658708881543,0.036941583102656494
2009-08-17,2018.0,1939.6,1921.3,1999.7,-0.04132804757185338,1889.95,46.80558325608849,43.95219762876896,-90.962962962963,6.303285937530745,6.019569859448593,22.782177985299832,166.10155508714894,14.600101990993945,0.04187450426003103
2009-08-18,1955.8,1946.4,1920.0,1925.0,0.012373453318335281,1950.05,75.04903189804644,54.61529572988197,-87.04612365063784,2.0443760112086693,5.2245310898006085,21.60352315090875,149.49139957843406,14.012948605390097,0.040519084050605336
2009-08-19,1955.0,1883.45,1873.0,1934.95,0.0383120204603582,1959.7,81.98073050305261,58.81993631981658,-95.83333333333331,-6.337326934042949,2.912159485031897,19.089985903008266,134.54225962059064,14.035168570135463,0.028714679327701553
2009-08-20,1925.9,1898.0,1889.0,1900.05,0.06184121709330692,2035.0,86.92371314680325,62.33679746954256,-86.91099476439791,-11.671284205290931,-0.004529253032668823,17.892544729552558,121.08803365853157,14.055907203897805,0.0118107389446509
2009-08-21,1934.6,1928.65,1865.0,1889.95,0.06301044143492196,2024.95,87.18572914682285,62.51356017671142,-67.98289738430582,-13.272290224584594,-2.6580814473430543,16.05761796214201,108.97923029267841,14.363820401211731,-0.004776918979354505
2009-08-24,1980.0,1974.25,1945.0,1950.05,0.04797979797979801,2029.7,62.88733599253327,58.58615583062752,-45.045271629778725,-10.737781661642885,-4.274021490203021,21.668723012448957,143.48130726341066,13.916177851953304,-0.01593067003977655
2009-08-25,2029.9,2023.75,1959.7,1959.7,0.014779053155327793,2046.0,32.69578469196587,50.75949645890381,-20.14587525150913,-4.680969748663983,-4.355411141895213,26.87609908809332,179.0331765370697,13.186227488450097,-0.018045811089661967
2009-08-26,2045.0,2039.6,2013.1,2035.0,-0.0014669926650366927,2017.0,24.176447285035866,47.32229810402415,-12.173038229376385,1.3821275592101756,-3.2079034016741352,27.90971175548863,176.22985888336262,12.705366436207832,-0.012410422625375173
2009-08-27,2056.5,2040.25,2020.1,2024.95,-0.02888402625820574,1964.95,14.567669054025616,41.99055532714791,-11.846076458752597,6.168518583223204,-1.3326190046946673,28.1314575553407,170.10687299502635,12.41113311354487,-0.0017328072161593155
2009-08-28,2075.0,2070.3,2025.0,2029.7,-0.04226506024096388,1986.0,11.28435223926095,39.57272395782989,-2.2380952380951515,12.245394529863233,1.3829837022169131,28.877695196091334,171.59618569552373,12.385770011651468,0.01483786677609622
